id,name,description,nutrition_benifits,dishtype_id,user_added_id,prep_time,cook_time,servings,meal_type,cuisine_id,category_id,ingredients,directions,total_nutrition_value,recipe_tags,benefits,is_recipe_ready,recipe_device,created_at,updated_at
780,Paleo Spicy Avocado Salad,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,0,2,lunch,688,1,"<ul><li>2 large avocados (400 g), diced</li><li>2 medium bell peppers (240 g), diced</li><li>2 small tomatoes (180 g), diced</li><li>1 medium onion (110 g), diced</li><li>1 chili pepper (14 g), seeds removed and finely diced (optional)</li><li>2 Tablespoons of fresh cilantro (2 g), diced</li><li>0.25 cup of olive oil (60 ml)</li><li>1 Tablespoon of lime juice (15 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a bowl, toss all of the ingredients until combined.</li></ol>",Calories:  625	 Fat:  57 g	 Total Carbs:  33 g	 Fiber:  17 g	 Sugar:  9 g	 Net Carbs:  16 g	 Protein:  7 g,,,no,,2022-06-29 13:20:45,2022-06-29 13:20:45
781,Paleo Easy Beef and Broccoli,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,15,4,dinner,688,1,"<ul><li>1 head of broccoli (450 g), broken into small florets</li><li>1 Tablespoon of avocado oil (15 ml), to cook the steaks with</li><li>1 medium onion (110 g), diced</li><li>4 beef steaks (800 g), sliced</li><li>3 Tablespoons of gluten-free tamari sauce or coconut aminos (45 ml)</li><li>4 cloves of garlic (12 g), minced or finely diced</li><li>1 teaspoon of sesame oil (5 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a pot of salted water, boil the broccoli until tender, about 3 to 4 minutes. Remove the broccoli from the pot with a slotted spoon and set aside.</li><li>Add the avocado oil to a large skillet over medium-high heat. Add the onion to the skillet and saute until translucent.</li><li>Add the sliced beef steaks to the skillet and cook until browned.</li><li>Add the broccoli, tamari sauce or coconut aminos, garlic and sesame oil to the skillet and continue to saute until the beef is cooked to your liking and the broccoli is heated through. Season with salt and pepper, to taste.</li></ol>",Calories:  631	 Fat:  47 g	 Total Carbs:  12 g	 Fiber:  4 g	 Sugar:  4 g	 Net Carbs:  8 g	 Protein:  38 g,,,no,,2022-06-29 13:20:46,2022-06-29 13:20:46
782,Paleo Quick Spaghetti Bolognese,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,20,2,lunch,688,1,"<ul><li>1 Tablespoon of coconut oil (15 ml), to cook with</li><li>0.5 lb of ground beef (225 g)</li><li>1 medium onion (110 g), diced</li><li>1 can of diced tomatoes (400 g)</li><li>1 medium bell pepper (120 g), diced</li><li>0.5 can of tomato paste (85 g)</li><li>4 cloves of garlic (12 g), minced or finely diced</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a large skillet or saucepan, melt the coconut oil over medium-high heat. Add the ground beef and onion to the skillet and saute until the beef is partially browned, about 2 to 3 minutes.</li><li>Reduce the heat to low and add the diced tomatoes, bell pepper, tomato paste and garlic to the skillet and simmer for 15 minutes, stirring frequently. Season with salt and pepper, to taste.</li></ol>",Calories:  486	 Fat:  31 g	 Total Carbs:  29 g	 Fiber:  7 g	 Sugar:  14 g	 Net Carbs:  22 g	 Protein:  23 g,,,no,,2022-06-29 13:20:48,2022-06-29 13:20:48
783,Paleo Tuna Salad Nicoise Stuffed Sweet Potatoes,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,45,2,lunch,688,1,"<ul><li>2 small sweet potatoes (260 g)</li><li>2 medium eggs</li><li>4 Tablespoons of olive oil (60 ml)</li><li>2 Tablespoons of lemon juice (30 ml)</li><li>1 teaspoon of mustard (5 ml)</li><li>2 cans of tuna (340 g), drained and flaked</li><li>2 small tomatoes (180 g), sliced</li><li>12 olives (36 g), chopped</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Preheat the oven to 400 F (200 C).</li><li>Place the sweet potatoes on a rimmed baking sheet. Place in the oven and bake for 40 to 45 minutes until soft to your liking. (Alternately, pierce each sweet potato 4 or 5 times with a fork and wrap in a wet paper towel. Place in the microwave and cook on high for 8 to 10 minutes, turning the sweet potatoes after 4 minutes.)</li><li>In a pot, cover the eggs with water and bring them to a boil. Once boiling, remove the pot from heat. Cover the pot and let sit for 12 minutes. Drain the eggs in a colander and rinse with cold water. Peel the eggs and slice.</li><li>Meanwhile, in a bowl, whisk to combine the olive oil, lemon juice, and mustard. Season with salt and pepper, to taste. Toss the dressing with the tuna, tomatoes, olives, and eggs. Season with additional salt and pepper, if desired.</li><li>Slice the baked sweet potatoes lengthwise and fill them with equal amounts of tuna salad.</li></ol>",Calories:  671	 Fat:  37 g	 Total Carbs:  32 g	 Fiber:  6 g	 Sugar:  8 g	 Net Carbs:  26 g	 Protein:  50 g,,,no,,2022-06-29 13:20:50,2022-06-29 13:20:50
784,Paleo Braised Bacon and Cabbage,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,25,2,lunch,688,1,"<ul><li>2 Tablespoons of coconut oil (30 ml), to cook with</li><li>6 slices of bacon (168 g), diced</li><li>0.5 head of napa/Chinese cabbage (400 g), sliced</li><li>1 medium onion (110 g), sliced</li><li>1 small green apple (150 g), sliced</li><li>4 cups of chicken broth (960 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a large pan, melt the coconut oil over medium-high heat. Add the bacon to the pan and saute until the bacon is crispy, about 3 to 4 minutes.</li><li>Add the cabbage and onion to the pan and saute until the cabbage is slightly softened and the onion is translucent, about 3 to 4 minutes.</li><li>Add the apple and chicken broth to the pan and cook, uncovered, for 15 minutes until the cabbage is soft to your liking. Season with salt and pepper, to taste.</li></ol>",Calories:  572	 Fat:  49 g	 Total Carbs:  20 g	 Fiber:  5 g	 Sugar:  13 g	 Net Carbs:  15 g	 Protein:  13 g,,,no,,2022-06-29 13:20:53,2022-06-29 13:20:53
785,Paleo Easy Slow Cooker Pot Roast with Sweet Potato Mash,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,4,4,dinner,688,1,"<p>For the pot roast -</p><ul><li>1.5 lbs of beef roast (675 g), cut into pieces</li><li>4 carrots (200 g), chopped</li><li>1 medium onion (110 g), sliced</li><li>4 cups of beef broth (960 ml)</li><li>4 Tablespoons of gluten-free tamari sauce or coconut aminos (60 ml)</li><li>Salt and pepper, to taste</li></ul><p>For the sweet potato mash -</p><ul><li>4 small sweet potatoes (520 g)</li><li>0.25 cup of coconut milk (60 ml)</li><li>Salt, to taste</li></ul>","<ol><li>Add the pot roast ingredients to a slow cooker and cook on low heat for 8 to 10 hours or on high heat for 4 to 6 hours until the roast shreds easily. Season with salt and pepper, to taste. Slice or shred the roast into bite-size pieces.</li><li>Meanwhile, make the sweet potato mash by steaming or boiling the sweet potatoes until tender. Blend the sweet potatoes and coconut milk in a high-speed blender or food processor until smooth. Season with salt, to taste.</li><li>Serve the roast and vegetables with the sweet potato mash.</li></ol>",Calories:  647	 Fat:  39 g	 Total Carbs:  35 g	 Fiber:  6 g	 Sugar:  8 g	 Net Carbs:  29 g	 Protein:  31 g,,,no,,2022-06-29 13:20:55,2022-06-29 13:20:55
786,Paleo Asian-Inspired Chicken Noodle Salad,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,10,2,lunch,688,1,"<p>For the salad -</p><ul><li>2 Tablespoons of coconut oil (30 ml), divided, to cook with</li><li>2 chicken breasts (400 g), diced</li><li>2 cucumbers (440 g), grated or use a peeler to make into long noodle-like strands</li><li>4 carrots (200 g), grated or use a peeler to make into long noodle-like strands</li><li>0.5 medium onion (55 g), thinly sliced</li><li>Salt and pepper, to taste</li></ul><p>For the dressing -</p><ul><li>2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml)</li><li>1 Tablespoon of sesame seeds (14 g)</li><li>1 teaspoon of sesame oil (5 ml)</li><li>1 teaspoon of hot sauce (5 ml) (optional)</li><li>1 teaspoon of vinegar (5 ml) (of choice)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a skillet, melt the coconut oil over medium-high heat. Add the chicken to the skillet and saute until the chicken is cooked through with an internal temperature of 165 F (75 C), about 6 to 8 minutes. Season with salt, to taste. Set aside.</li><li>In a bowl, whisk to combine the dressing ingredients. Toss the dressing with cucumbers, carrots, onion, and cooked chicken.</li></ol>",Calories:  658	 Fat:  40 g	 Total Carbs:  19 g	 Fiber:  5 g	 Sugar:  7 g	 Net Carbs:  14 g	 Protein:  50 g,,,no,,2022-06-29 13:20:57,2022-06-29 13:20:57
787,Paleo Vegetable Saute with Fried Eggs,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,25,2,breakfast,688,1,"<ul><li>2 Tablespoons of avocado oil (30 ml), divided, to cook with</li><li>1 small sweet potato (130 g), grated</li><li>1 medium onion (110 g), sliced</li><li>0.5 head of napa/Chinese cabbage (400 g), thinly sliced</li><li>4 carrots (200 g), grated</li><li>2 medium eggs (88 g)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Add 1 Tablespoon (15 ml) of avocado oil to a large skillet or pan over medium-high heat. Add the sweet potato and onion to the skillet and saute until the sweet potato is slightly soft and the onion is translucent, about 6 to 8 minutes.</li><li>Add the cabbage and carrots to the skillet and saute until soft to your liking, about 5 to 7 minutes. Place a lid on the skillet while cooking for softer vegetables. Season with salt and pepper, to taste. Add any additional seasonings, if desired.</li><li>In a separate skillet, add the remaining 1 Tablespoon (15 ml) of avocado oil over high heat. Add the eggs to the skillet and cook to your liking. Season with salt and pepper, to taste.</li><li>Divide the saute between 2 plates and top with the fried eggs.</li></ol>",Calories:  327	 Fat:  19 g	 Total Carbs:  33 g	 Fiber:  7 g	 Sugar:  12 g	 Net Carbs:  26 g	 Protein:  11 g,,,no,,2022-06-29 13:20:59,2022-06-29 13:20:59
788,Paleo Tamari-Baked Salmon with Roasted Asparagus,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,30,2,dinner,688,1,"<p>For the tamari-baked salmon -</p><ul><li>4 Tablespoons of gluten-free tamari sauce or coconut aminos (60 ml)</li><li>2 Tablespoons of avocado oil (30 ml)</li><li>2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen</li><li>Salt and pepper, to taste</li></ul><p>For the roasted asparagus -</p><ul><li>15 spears of asparagus (240 g)</li><li>0.5 medium onion (55 g), thinly sliced</li><li>1 Tablespoon of olive oil (15 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Preheat the oven to 350 F (175 C).</li><li>In a bowl, whisk to combine the&nbsp;tamari sauce or coconut aminos and&nbsp;avocado oil. Season with salt and pepper, to taste.</li><li>Dip each salmon filet in the marinade and place on a piece of parchment paper or aluminum foil. (For a more flavorful result, marinate in the refrigerator for 30 minutes.) Pour an equal amount of the marinade over each filet. Tightly wrap the parchment paper or aluminum foil to make parcels ensuring the marinade does not leak during cooking. Place the parcels on a rimmed baking tray.</li><li>Place the baking tray in the oven and bake for 25 to 30 minutes until the salmon is cooked through and flakes easily.</li><li>Meanwhile, toss the asparagus and onion with the olive oil. Season with salt and pepper, to taste. Place the asparagus and onion on a rimmed baking tray and bake with the salmon for 20 minutes or until tender to your liking.</li><li>Serve the salmon with the roasted asparagus.</li></ol>",Calories:  678	 Fat:  51 g	 Total Carbs:  12 g	 Fiber:  4 g	 Sugar:  5 g	 Net Carbs:  8 g	 Protein:  42 g,,,no,,2022-06-29 13:21:01,2022-06-29 13:21:01
789,Paleo Garlic Butter Shrimp,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,10,2,lunch,688,1,"<ul><li>0.25 cup of ghee (60 ml), to cook with</li><li>1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined</li><li>6 cloves of garlic (18 g), minced or finely diced</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a large skillet, melt the ghee over medium heat. Add the shrimp and saute for 1 minute.</li><li>Add the garlic to the skillet and saute until the shrimp are opaque and cooked through, about 3 to 5 minutes. Season with salt and pepper, to taste.</li></ol>",Calories:  475	 Fat:  33 g	 Total Carbs:  3 g	 Fiber:  0 g	 Sugar:  0 g	 Net Carbs:  3 g	 Protein:  45 g,,,no,,2022-06-29 13:21:03,2022-06-29 13:21:03
790,Paleo Slow Cooker Chicken & Bacon,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,4,4,dinner,688,1,"<ul><li>4 chicken breasts (800 g)</li><li>4 slices of bacon (112 g), diced</li><li>0.25 cup of olive oil (60 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Add all of the ingredients to a slow cooker and cook on low heat for 6 to 8 hours or on high heat for 4 to 6 hours until the chicken shreds easily. Season with salt and pepper, to taste.</li><li>Shred the chicken into bite-size pieces and serve.</li></ol>",Calories:  634	 Fat:  47 g	 Total Carbs:  0 g	 Fiber:  0 g	 Sugar:  0 g	 Net Carbs:  0 g	 Protein:  50 g,,,no,,2022-06-29 13:21:06,2022-06-29 13:21:06
791,Paleo Apple Dijon Pork Chops,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,15,2,dinner,688,1,"<ul><li>2 pork chops (320 g)</li><li>2 Tablespoons of ghee (30 ml)</li><li>2 Tablespoons of applesauce (30 ml)</li><li>2 Tablespoons of mustard (30 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Generously season the pork chops with salt and pepper.</li><li>In a large skillet, melt the ghee over high heat. Using tongs, place the pork chops on their sides with the fat in direct contact with the skillet. Render until the fat is brown and crispy.</li><li>Reduce the heat to medium-high and place the pork chops flat in the skillet. Cook the pork chops for 3 minutes. Turn over and cook for an additional 3 to 5 minutes with an internal temperature of 145 F (63 C) for medium-rare. Remove the pork chops from the skillet and let rest for 3 minutes.</li><li>Add the applesauce and mustard to the same skillet and cook for about 1 minute.</li><li>Serve the pork chops covered with the apple Dijon sauce.</li></ol>",Calories:  322	 Fat:  21 g	 Total Carbs:  2 g	 Fiber:  0 g	 Sugar:  2 g	 Net Carbs:  2 g	 Protein:  34 g,,,no,,2022-06-29 13:21:08,2022-06-29 13:21:08
792,Paleo Lemon Salmon with Garlicky Green Beans,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,15,2,lunch,688,1,"<ul><li>1 Tablespoon of avocado oil (15 ml)</li><li>2 filets of salmon (340 g) (with skin on), fresh or frozen, defrosted if frozen</li><li>2 Tablespoons of lemon juice (30 ml) (or to taste)</li><li>Salt and pepper, to taste</li></ul><p>For the green beans -</p><ul><li>8 oz of green beans (224 g)</li><li>1 Tablespoon of ghee (15 ml), to cook with</li><li>0.5 medium onion (55 g), thinly sliced</li><li>6 cloves of garlic (18 g), minced or finely diced</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Season the salmon filets with salt and pepper.</li><li>Add the avocado oil to a nonstick skillet over medium heat. Add the salmon, skin side down, to the skillet and cook for 5 minutes. Carefully turn over the salmon and cook for an additional 1 to 2 minutes. Drizzle the lemon juice over the salmon. Remove from the heat and let rest for 1 to 2 minutes before serving.</li><li>Meanwhile, if desired, for more tender green beans, parboil in a pot of salted water for 2 minutes. Remove the green beans from the water and drain.</li><li>In a separate skillet, melt the ghee over medium-high heat. Add the green beans and onion to the skillet and saute until the green beans are slightly brown, about 5 to 7 minutes.</li><li>Add the garlic to the skillet. Season with salt and pepper, to taste.</li><li>Serve the salmon with the green beans.</li></ol>",Calories:  626	 Fat:  44 g	 Total Carbs:  15 g	 Fiber:  5 g	 Sugar:  2 g	 Net Carbs:  10 g	 Protein:  46 g,,,no,,2022-06-29 13:21:11,2022-06-29 13:21:11
793,Paleo Pork Carnitas,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,15,5,6,dinner,688,1,"<ul><li>2 lbs of pork shoulder (900 g)</li><li>2 Tablespoons of olive oil (30 ml)</li><li>1 Tablespoon of lime juice (15 ml)</li><li>1 Tablespoon of cumin powder (6 g)</li><li>1 Tablespoon of chili powder (6 g)</li><li>1 Tablespoon of paprika (6 g)</li><li>1 Tablespoon of dried oregano (3 g)</li><li>1 medium onion (110 g), sliced</li><li>6 cloves of garlic (18 g), sliced</li><li>2 cups of chicken broth (480 ml)</li><li>0.25 cup of orange juice (60 ml) (optional)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Preheat the oven to 430 F (220 C). If desired, wrap the pork shoulder with butchers twine.</li><li>Make a paste by combining the olive oil, lime juice, cumin powder, chili powder, paprika and dried oregano. Season with salt and pepper, to taste. Rub the paste all over the pork shoulder.</li><li>Place the onions and garlic at the bottom of a large roasting pan. Place the pork shoulder on top of the onions and garlic.</li><li>Pour the chicken broth and optional orange juice into the bottom of the roasting pan.</li><li>Place the roasting pan in the oven for 10 minutes. Reduce the oven temperature to 320 F (160 C).</li><li>Cook in the oven at 320 F (160 C) for around 5 hours until the internal temperature reaches 180 F (82 C). Every hour, turn the pork over with tongs and baste with the roasting liquid from the bottom of the pan. If the liquid evaporates from the bottom of the pan, cover the pork with aluminum foil for the rest of the cooking time.</li><li>When the pork is done, remove any butchers twine and discard. Let rest for around 20 minutes.</li><li>Shred the pork into bite-size pieces. Add in the onion, garlic, and the desired amount of remaining cooking liquid. Season with salt and pepper, to taste.</li></ol>",Calories:  359	 Fat:  24 g	 Total Carbs:  7 g	 Fiber:  2 g	 Sugar:  4 g	 Net Carbs:  5 g	 Protein:  27 g,,,no,,2022-06-29 13:21:12,2022-06-29 13:21:12
794,Paleo Tuna Linguine with Spicy Olive Sauce,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,0,2,lunch,688,1,"<ul><li>6 Tablespoons of olive oil (90 ml), divided</li><li>20 olives (45 g), pitted</li><li>1 chili pepper (14 g), seeds removed and finely diced (optional)</li><li>2 Tablespoons of fresh parsley (2 g), chopped</li><li>2 zucchinis (240 g), spiralized or use a peeler to make into long strands</li><li>2 carrots (100 g), spiralized or use a peeler to make into long strands</li><li>2 cans of tuna (340 g), drained and flaked</li><li>Salt and pepper, to taste</li></ul>","<ol><li>To make the olive sauce, combine 4 Tablespoons (60 ml) of olive oil, olives, optional chili pepper and fresh parsley in a blender or food processor. Season with salt and pepper, to taste.</li><li>In a bowl, toss the zucchini and carrot noodles with the remaining 2 Tablespoons (30 ml) of olive oil.</li><li>Add the tuna and olive sauce to the bowl. Season with additional salt and pepper, if desired.</li><li>Divide between 2 plates and serve.</li></ol>",Calories:  642	 Fat:  47 g	 Total Carbs:  11 g	 Fiber:  3 g	 Sugar:  4 g	 Net Carbs:  8 g	 Protein:  42 g,,,no,,2022-06-29 13:21:14,2022-06-29 13:21:14
795,Paleo Pan-Fried Chicken Drumsticks with Bacon and Kale,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,5,45,2,dinner,688,1,"<ul><li>4 chicken drumsticks (with skin on) (500 g)</li><li>1 Tablespoon of avocado oil (15 ml), to cook with</li><li>4 slices of bacon (112 g), diced</li><li>1 medium onion (110 g), thinly sliced</li><li>4 cloves of garlic (12 g), minced or finely diced</li><li>8 oz of kale (224 g), stems removed and chopped</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Generously season the drumsticks with salt and set aside.</li><li>Add the avocado oil to a large nonstick pan or cast-iron skillet over medium-high heat. Add the bacon to the skillet and saute until crispy, about 2 to 4 minutes. Remove the bacon with a slotted spoon and set aside.</li><li>Lower the heat to medium and place the drumsticks in the same skillet with the bacon fat. Cook on one side for 15 minutes. Using tongs, turn over each drumstick and cook for an additional 10 to 15 minutes until the internal temperature reaches 165 F (75 C). Remove the drumsticks from the skillet and set aside.</li><li>Add the onion and garlic to the same skillet and saute until the onion is slightly browned, about 6 to 8 minutes.</li><li>Add the kale to the skillet and saute until wilted, about 2 to 3 minutes. Return the bacon to the skillet. Season with salt and pepper, to taste.</li><li>Serve the drumsticks with bacon and kale.</li></ol>",Calories:  638	 Fat:  45 g	 Total Carbs:  19 g	 Fiber:  5 g	 Sugar:  3 g	 Net Carbs:  14 g	 Protein:  39 g,,,no,,2022-06-29 13:21:16,2022-06-29 13:21:16
796,Paleo Spicy Egg Salad Stuffed Sweet Potatoes,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,45,2,lunch,688,1,"<ul><li>2 small sweet potatoes (260 g)</li><li>4 medium eggs</li><li>0.25 medium onion (28 g), thinly sliced</li><li>0.25 cup of mayo (60 ml)</li><li>1 teaspoon of mustard (5 ml)</li><li>1 teaspoon of hot sauce (5 ml) (optional)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Preheat the oven to 400 F (200 C).</li><li>Place the sweet potatoes on a rimmed baking sheet. Place in the oven and bake for 40 to 45 minutes until soft to your liking. (Alternatively, pierce each sweet potato 4 or 5 times with a fork and wrap in a wet paper towel. Place in the microwave and cook on high for 8 to 10 minutes, turning the sweet potatoes after 4 minutes.)</li><li>Meanwhile, in a pot, cover the eggs with water and bring them to a boil. Once boiling, remove from heat and put the lid on the pot. Let sit for 12 minutes. Drain the eggs in a colander and rinse with cold water. Peel and chop the eggs.</li><li>In a bowl, combine the chopped eggs and onion with the mayo, mustard, and optional hot sauce. Season with salt and pepper, to taste.</li><li>Slice the baked sweet potatoes lengthwise and fill them with equal amounts of the egg salad.</li></ol>",Calories:  444	 Fat:  32 g	 Total Carbs:  27 g	 Fiber:  4 g	 Sugar:  6 g	 Net Carbs:  23 g	 Protein:  14 g,,,no,,2022-06-29 13:21:18,2022-06-29 13:21:18
797,Paleo Ground Beef Stroganoff with Cauliflower Rice,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,60,2,dinner,688,1,"<p>For the beef stroganoff -</p><ul><li>1 Tablespoon of ghee (15 ml), to cook with</li><li>1 medium onion (110 g), thinly sliced</li><li>4 cloves of garlic (12 g), minced or finely diced</li><li>10 white button mushrooms (100 g), sliced</li><li>1 Tablespoon of mustard (15 ml)</li><li>1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml)</li><li>1 Tablespoon of paprika (6 g)</li><li>0.75 lb of ground beef (338 g)</li><li>1 cup of beef broth (240 ml)</li><li>0.25 cup of coconut cream (60 ml) (from the top of 1 refrigerated can of coconut milk)</li><li>Salt and pepper, to taste</li></ul><p>For the cauliflower rice -</p><ul><li>0.25 head of cauliflower (150 g), processed into rice-like pieces</li><li>1 Tablespoon of coconut oil (15 ml), to cook the cauliflower with</li><li>Salt, to taste</li></ul>","<ol><li>In a large pot, melt the ghee over medium-high heat. Add the onion and garlic to the pot and saute until the onion is soft, about 4 to 5 minutes.</li><li>Add the mushrooms, mustard, tamari sauce or coconut aminos and paprika to the pot and saute for 5 minutes.</li><li>Add the ground beef to the pot and saute until browned.</li><li>Add the beef broth and coconut cream to the pot and continue to cook until the sauce is reduced and the ground beef is cooked to your liking. Season with salt and pepper, to taste.</li><li>Meanwhile, saute the cauliflower rice in the coconut oil on high heat for 5 to 10 minutes until softened. Season with salt, to taste.</li><li>Serve the ground beef stroganoff with the cauliflower rice.</li></ol>",Calories:  553	 Fat:  42 g	 Total Carbs:  8 g	 Fiber:  2 g	 Sugar:  2 g	 Net Carbs:  6 g	 Protein:  29 g,,,no,,2022-06-29 13:21:19,2022-06-29 13:21:19
798,Paleo Pork Loins with Mushroom Sauce,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,15,20,2,dinner,688,1,"<ul><li>10 white button mushrooms (100 g), chopped</li><li>0.25 cup of coconut cream (60 ml) (from the top of 1 refrigerated can of coconut milk)</li><li>0.75 lb of pork loin (338 g), sliced into 1/2-inch (1.25 cm) thick slices</li><li>0.25 cup of coconut oil (60 ml), to cook with</li><li>2 teaspoons of vinegar (10 ml) (of choice)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>To make the mushroom sauce, combine the mushrooms and coconut cream in a blender or food processor. Season with salt and pepper, to taste. Set aside.</li><li>Generously season the sliced pork loin with salt.</li><li>In a large skillet, melt the coconut oil over medium-high heat. Add the sliced pork loin to the skillet and cook for 2 to 3 minutes. Using tongs, turn over the pork loin and cook for an additional 1 to 2 minutes or until cooked to your liking. Remove the pork loin from the skillet and set aside.</li><li>Add the mushroom sauce to the same skillet. Reduce the heat and simmer for 10 minutes. Add the vinegar and season with salt and pepper, to taste.</li><li>Return the pork loin to the skillet with the mushroom sauce and heat for about 1 minute. Season with additional salt, to taste.</li></ol>",Calories:  511	 Fat:  41 g	 Total Carbs:  3 g	 Fiber:  1 g	 Sugar:  2 g	 Net Carbs:  2 g	 Protein:  37 g,,,no,,2022-06-29 13:21:23,2022-06-29 13:21:23
799,Paleo Beef Shawarma Salad,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,10,10,2,lunch,688,1,"<p>For the salad -</p><ul><li>1 Tablespoon of garlic powder (10 g)</li><li>1 Tablespoon of onion powder (7 g)</li><li>1 teaspoon of cumin powder (2 g)</li><li>1 teaspoon of paprika (2 g)</li><li>1 teaspoon of Italian seasoning (1 g)</li><li>1 beef steak (200 g), sliced</li><li>1 Tablespoon of avocado oil (15 ml), to cook with</li><li>4 oz of kale (112 g), stems removed and chopped</li><li>0.5 medium onion (55 g), thinly sliced</li><li>1 carrot (50 g), grated</li><li>Salt and pepper, to taste</li></ul><p>For the dressing -</p><ul><li>3 Tablespoons of olive oil (45 ml)</li><li>1 teaspoon of vinegar (5 ml)</li><li>Salt and pepper, to taste</li></ul>","<ol><li>In a small bowl, combine the garlic powder, onion powder, cumin powder, paprika, and Italian seasoning. Season with salt and pepper, to taste. Add the sliced steak to the bowl and toss to combine.</li><li>Add the avocado oil to a large skillet over high heat. Add the steak to the skillet and saute until cooked to your liking, about 2 to 3 minutes for medium-rare.</li><li>Meanwhile, in a large bowl, whisk to combine the dressing ingredients. Toss the dressing with the kale leaves, onion, and carrot.</li><li>Divide the salad between 2 plates and top with the sliced steak.</li></ol>",Calories:  581	 Fat:  49 g	 Total Carbs:  17 g	 Fiber:  4 g	 Sugar:  4 g	 Net Carbs:  13 g	 Protein:  20 g,,,no,,2022-06-29 13:21:25,2022-06-29 13:21:25
800,Paleo Lemon Garlic Baked Chicken,<p>Recipe Description</p>,,2,c950336e-c584-4145-b787-5965ea4e09cb,15,20,4,dinner,688,1,"<ul><li>4 Tablespoons of ghee (60 ml), melted</li><li>1 Tablespoon of lemon juice (15 ml) (or more, to taste)</li><li>8 cloves of garlic (24 g), minced or finely diced</li><li>4 chicken breasts (800 g), diced</li><li>2 medium bell peppers (240 g), sliced</li><li>2 zucchinis (240 g), sliced</li><li>4 carrots (200 g), sliced</li><li>1 medium onion (110 g), sliced</li><li>5 white button mushrooms (50 g), sliced</li><li>Salt and pepper, to taste</li></ul>","<ol><li>Preheat the oven to 400 F (200 C).</li><li>In a large bowl, combine the melted ghee, lemon juice and garlic. Season with salt and pepper, to taste.</li><li>Add the chicken, bell peppers, zucchinis, carrots, onions and mushrooms to the bowl. Stir to combine to ensure the chicken and vegetables are completely covered with the ghee mixture.</li><li>Pour the chicken mixture onto a large rimmed baking sheet with space between the chicken and vegetables.</li><li>Place in the oven and bake for 10 minutes. Stir the mixture and continue to bake for an additional 5 to 10 minutes until the chicken is fully cooked and the vegetables are soft. Check with a meat thermometer that the internal temperature of the chicken is 165 F (75 C).</li></ol>",Calories:  634	 Fat:  34 g	 Total Carbs:  30 g	 Fiber:  6 g	 Sugar:  13 g	 Net Carbs:  24 g	 Protein:  50 g,,,no,,2022-06-29 13:21:26,2022-06-29 13:21:26
