id,name,cleaned_incredients
890,"Keto ""Noodle"" Soup with Egg Muffins","1 Tablespoon of coconut oil (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 1 clove of garlic (3 g), minced or finely diced 4 cups of chicken broth (960 ml) 2 zucchinis (240 g), spiralized or use a vegetable peeler to make into noodle-like strips 2 Tablespoons of fresh basil leaves (4 g), chopped Salt and pepper, to taste For the egg muffins - 0.5 Tablespoon of coconut oil (8 ml), to grease a muffin tin 4 slices of bacon (112 g), diced 2 medium eggs, whisked 0.5 cup of spinach (15 g), chopped small 1 green onion (5 g), chopped small 0.25 cup of coconut cream (60 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
891,Keto 5-Ingredient Chocolate Lava Cake,"2 Tablespoons of unsweetened cacao powder (12 g) 2 Tablespoons of granulated erythritol (24 g) 1 Tablespoon of almond flour (8 g) 1 Tablespoon of melted coconut oil (15 ml), cooled (plus additional for greasing ramekins) 1 large egg Fresh berries and powdered erythritol, for serving (optional)"
892,Keto Easy Beef Meatball Soup,"8 cups of chicken broth (1920 ml) 0.25 cup of fresh cilantro (4 g), chopped 1 teaspoon of fresh ginger (2 g), minced or finely diced 1.5 lbs of ground beef (675 g) 4 medium eggs, whisked 6 cloves of garlic (18 g), minced or finely diced 0.5 cup of fresh parsley (8 g), chopped 4 teaspoons of salt (20 g) (or to taste) 0.5 teaspoon of pepper (1 g) (or to taste)"
893,"Keto Garlic ""Butter"" Tilapia with Bacon Spinach Saute","2 Tablespoons of ghee (30 ml) 6 cloves of garlic (18 g), minced or finely diced 2 tilapia filets, fresh or frozen (340 g), defrosted if frozen 6 slices of bacon (168 g), diced 8 cups of spinach (240 g) Salt and pepper, to taste"
894,"Keto Steak and Eggs with ""Rice""","2 beef steaks (400 g) 2 Tablespoons of ghee (30 ml) 2 medium eggs Salt and pepper, to taste For the rice - 2 Tablespoons of ghee (30 ml), to cook the rice with 0.5 head of cauliflower (300 g), processed into rice-like pieces Salt, to taste"
895,Keto Onion Beef Burgers with Baked Zucchini Fries,"For the onion burgers - 0.75 lb of ground beef (338 g) 0.5 medium onion (55 g), grated or thinly sliced 0.5 Tablespoon of garlic powder (5 g) 1 Tablespoon of ghee (15 ml), to cook with 2 cups of spinach (60 g) Mustard, for serving (optional) For the baked zucchini fries - 0.25 cup of almond flour (30 g) 1 Tablespoon of Italian seasoning (3 g) 1 medium egg 1 zucchini (120 g), seeds removed and cut into fry-size wedges Salt, to taste"
896,Keto Slow Cooker Garlic Pork Shoulder with Broccoli Mash,"For the garlic pork shoulder - 2 lbs of pork shoulder (900 g) 2 Tablespoons of coconut oil (30 ml), to cook with 1 medium onion (110 g), sliced 0.5 cup of chicken broth (120 ml) 3 Tablespoons of apple cider vinegar (45 ml) 6 cloves of garlic (18 g), minced or finely diced 1 Tablespoon of salt (15 g) (plus additional, to taste) 1 teaspoon of pepper (1 g) (plus additional, to taste) For the broccoli mash - 1 head of broccoli (450 g), broken into small florets 0.5 cup of coconut milk (120 ml) Salt, to taste"
897,Keto Garlic Pork Shoulder with Broccoli Mash,"For the garlic pork shoulder - 2 lbs of pork shoulder (900 g) 2 Tablespoons of coconut oil (30 ml), to cook with 1 medium onion (110 g), sliced 0.5 cup of chicken broth (120 ml) 3 Tablespoons of apple cider vinegar (45 ml) 6 cloves of garlic (18 g), minced or finely diced 1 Tablespoon of salt (15 g) (plus additional, to taste) 1 teaspoon of pepper (1 g) (plus additional, to taste) For the broccoli mash - 1 head of broccoli (450 g), broken into small florets 0.5 cup of coconut milk (120 ml) Salt, to taste"
898,Keto Fried Eggs and Avocado Toast,"2.5 Tablespoons of ghee (38 ml), melted (plus additional for the mug) 3 medium eggs 1/3 cup of almond flour (40 g) 0.5 teaspoon of baking powder (1 g) 1 Tablespoon of coconut oil (15 ml), to cook the eggs with 2 large avocados (400 g), sliced Salt and pepper, to taste"
899,Keto Zucchini and Beef Stew with Side Salad,"For the stew - 4 Tablespoons of ghee (60 ml), to cook with 0.5 medium onion (55 g), thinly sliced 1.5 lbs of ground beef (675 g) 3 cups of beef broth (720 ml) 20 cherry tomatoes (340 g), halved 2 zucchinis (240 g), chopped 2 cups of spinach (60 g), chopped 6 cloves of garlic (18 g), minced or finely diced 2 Tablespoons of Italian seasoning (6 g) Salt and pepper, to taste For the side salad - 12 oz of kale (336 g), stems removed and chopped 4 Tablespoons of olive oil (60 ml) 2 teaspoons of vinegar (10 ml), or to taste (of choice)"
900,Keto Bacon-Wrapped Pork Tenderloin with Cauli Mash,"0.5 Tablespoon of garlic powder (5 g) 0.5 Tablespoon of onion powder (4 g) 1 lb of pork tenderloin (450 g) 4 slices of bacon (112 g) Salt and pepper, to taste For the cauli mash - 0.5 head of cauliflower (300 g), broken into small florets 0.25 cup of coconut milk (60 ml) Salt, to taste"
901,Keto Strawberries and Cream Jello Salad,"2 Tablespoons of unflavored gelatin powder (12 g) 1 cup of water (240 ml), hot but not boiling 0.5 cup of sliced strawberries (80 g) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Dash of vanilla extract Dash of stevia 0.5 cup of chopped strawberries (80 g)"
902,Keto Chicken Thighs and Avocado Saute,"2 Tablespoons of coconut oil (30 ml), to cook with 1 medium bell pepper (120 g), sliced 1 lb chicken thighs (boneless, skinless) (450 g), sliced 1 Tablespoon of garlic powder (10 g) 0.5 Tablespoon of onion powder (4 g) 1 teaspoon of chili powder (2 g) (or to taste) 1 large avocado (200 g), sliced 1 Tablespoon of olive oil (15 ml) 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
903,Keto Steak with Roasted Veggies,"2 beef steaks (400 g) 4 Tablespoons of avocado oil (60 ml), divided 0.5 head of broccoli (225 g), broken into small florets 1 medium bell pepper (120 g), sliced 1 medium onion (110 g), thinly sliced 2 teaspoons of garlic powder (7 g) Salt and pepper, to taste"
904,Keto Loco Moco Burgers with Fried Eggs and Wilted Spinach,"1 lb of ground beef (450 g) 2 teaspoons of garlic powder (7 g) 2 teaspoons of onion powder (5 g) 4 Tablespoons of coconut oil (60 ml), divided, to cook with 0.5 medium onion (55 g), thinly sliced 5 white button mushrooms (50 g), sliced 2 cloves of garlic (6 g), minced or finely diced 0.5 cup of beef broth (120 ml) 2 medium eggs 8 cups of spinach (240 g) Salt and pepper, to taste"
905,"Keto Basil Pork Stir-Fry with ""Rice""","3 Tablespoons of coconut oil (45 ml), to cook with 1 medium bell pepper (120 g), sliced 0.5 medium onion (55 g), thinly sliced 1 lb of pork tenderloin (450 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of fresh ginger (2 g), minced or finely diced 0.5 cup of fresh basil leaves (16 g), chopped 4 Tablespoons of gluten-free tamari sauce or coconut aminos (60 ml) Salt and pepper, to taste For the rice - 2 Tablespoons of ghee (30 ml), to cook cauliflower with 0.5 head of cauliflower (300 g), processed into rice-like pieces Salt, to taste"
906,Keto Easy Chicken and Avocado Salad,"1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 4 cups of spinach (120 g) 0.5 cucumber (110 g), thinly sliced 1 large avocado (200 g), sliced Salt, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml)"
907,"Keto Creamy Shrimp Curry with ""Rice""","2 Tablespoons of coconut oil (30 ml), to cook with 1 medium bell pepper (120 g), sliced 0.5 medium onion (55 g), thinly sliced 1.5 Tablespoons of curry powder (11 g) 1 teaspoon of garlic powder (3 g) 2 cups of chicken broth (480 ml) 1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste For the rice - 2 Tablespoons of ghee (30 ml), to cook the cauliflower with 0.5 head of cauliflower (300 g), processed into rice-like pieces Salt, to taste"
908,Keto Creamy Broccoli Soup with Simple Salad,"For the broccoli soup - 1 Tablespoon of ghee (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 0.5 head of broccoli (225 g), broken into small florets 1 cup of chicken broth (240 ml) 1 cup of coconut milk (240 ml) Salt and pepper, to taste For the salad - 6 cups of spinach (180 g) 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml)"
909,Keto Savory Umami Burger,"1 lb of ground beef (450 g) 0.5 medium red onion (2 oz or 55 g), very finely chopped or grated 1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml) 1 Tablespoon of turmeric (6 g) 1 teaspoon of mustard (5 ml) 0.5 teaspoon of garlic powder (2 g) 1 medium egg, whisked Salt and pepper, to taste"
910,"Keto Garlic ""Butter"" Salmon with Asparagus Saute","For the salmon - 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen 2 Tablespoons of ghee (30 ml), divided 4 cloves of garlic (12 g), minced or finely diced Salt, to taste For the asparagus saute - 1 Tablespoon of avocado oil (15 ml), to cook with 20 spears of asparagus (320 g), chopped into 1-inch (2.5 cm) pieces 0.5 medium onion (55 g), thinly sliced Salt and pepper, to taste"
911,Keto Savory Egg Muffins with Cold Cucumber Salad,"For the egg muffins - 2 Tablespoons of coconut oil (30 ml) (plus additional to grease a muffin pan) 0.5 lb of ground beef (225 g) 0.5 medium onion (55 g), thinly sliced 2 cups of spinach (60 g), chopped 8 medium eggs, whisked 0.5 cup of coconut cream (120 ml) (from the top of 1 refrigerated can of coconut milk) Salt and pepper, to taste For the cucumber salad - 2 cucumbers (440 g), thinly sliced 6 Tablespoons of mayo (90 ml) 2 Tablespoons of lemon juice (30 ml) (or to taste) Salt and pepper, to taste"
912,Keto Egg Muffins with Simple Salad,"For the egg muffins - 2 Tablespoons of coconut oil (30 ml) (plus additional to grease muffin pan) 0.5 lb of ground beef (225 g) 0.5 medium onion (55 g), thinly sliced 2 cups of spinach (60 g), chopped 8 medium eggs, whisked 0.5 cup of coconut cream (120 ml) (from the top of 1 refrigerated can of coconut milk) Salt and pepper, to taste For the salad - 2 large bags of salad leaves (250 g) 1 cucumber (220 g), thinly sliced 6 Tablespoons of olive oil (90 ml) 2 Tablespoons of lemon juice (30 ml) 4 teaspoons of Italian seasoning (2 g)"
913,Keto 5-Ingredient Coconut Flour Cookies,"0.75 cup of coconut flour (84 g) 4 eggs, whisked 1 teaspoon of baking powder (2 g) 0.5 cup of ghee (120 ml) Erythritol or stevia, to taste Dash of vanilla extract (optional) Dash of salt (optional)"
914,Keto Chicken Tomato Caesar Salad,"For the salad - 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 1 head of romaine lettuce (200 g), chopped 0.5 cucumber (110 g), thinly sliced 1 small tomato (90 g), chopped Salt and pepper, to taste For the Caesar dressing - 0.25 cup of mayo (60 ml) 1 Tablespoon of lemon juice (15 ml) 1 teaspoon of mustard (5 ml) 1 teaspoon of garlic powder (3 g) Salt and pepper, to taste"
915,Keto Bacon Burger Spinach Bowls,"2 Tablespoons of coconut oil (30 ml), divided, to cook with 0.5 medium onion (55 g), thinly sliced 2 slices of bacon (56 g), diced 0.5 lb of ground beef (225 g) 1 teaspoon of dried oregano (1 g) 2 medium eggs 4 cups of spinach (120 g) 2 small tomatoes (180 g), chopped 1/4 cup of mayo (60 ml) 1 Tablespoon of mustard (15 ml) Salt and pepper, to taste"
916,Keto Roasted Pork Tenderloin with Chimichurri Sauce and Broccoli Mash,"For the pork tenderloin - 1 teaspoon of salt (5 g) (or to taste) 0.5 teaspoon of pepper (1 g) (or to taste) 1 teaspoon of garlic powder (3 g) 1 teaspoon of Italian seasoning (1 g) 1 lb of pork tenderloin (450 g) 3 Tablespoons of avocado oil (45 ml), divided to cook with For the chimichurri sauce - 0.5 cup of fresh parsley (8 g), chopped 3 cloves of garlic (9 g), minced or finely diced 0.5 chili pepper (7 g), seeds removed and finely diced (optional) 0.25 cup of olive oil (60 ml) 0.5 Tablespoon of apple cider vinegar (8 ml) 0.5 Tablespoon of lemon juice (8 ml) For the broccoli mash - 0.5 head of broccoli (225 g), broken into small florets 0.25 cup of coconut milk (60 ml) Salt, to taste"
917,"Keto Pressure Cooker Turmeric Chicken with Cauliflower ""Rice""","For the chicken - 4 chicken breasts (800 g) 1 medium onion (110 g), thinly sliced 0.25 cup of ghee (60 ml) 10 cloves of garlic (30 g), minced or finely diced 1 teaspoon of salt (5 g) (plus additional, to taste) 1 teaspoon of turmeric (2 g) 1 cup of chicken broth (240 ml) (optional) Pepper, to taste For the cauli rice - 2 Tablespoons of ghee (30 ml), to cook cauliflower with 1 head of cauliflower (600 g), processed into rice-like pieces Salt, to taste"
918,"Keto Oven-Baked Turmeric Chicken with Cauliflower ""Rice""","For the chicken - 4 chicken breasts (800 g) 1 medium onion (110 g), thinly sliced 0.25 cup of ghee (60 ml) 10 cloves of garlic (30 g), minced or finely diced 1 teaspoon of salt (5 g) (plus additional, to taste) 1 teaspoon of turmeric (2 g) Pepper, to taste For the cauli rice - 2 Tablespoons of ghee (30 ml), to cook cauliflower with 1 head of cauliflower (600 g), processed into rice-like pieces Salt, to taste"
919,Keto Steamed Veg Bowl with Fried Eggs and Chimichurri Sauce,"0.5 head of cauliflower (300 g), broken into small florets 0.5 head of broccoli (225 g), broken into small florets 2 Tablespoons of ghee (30 ml), to cook the eggs with 4 medium eggs Salt and pepper, to taste For the chimichurri sauce - 0.5 cup of fresh parsley (8 g), chopped 3 cloves of garlic (9 g), minced or finely diced 0.5 chili pepper (7 g), seeds removed and finely diced (optional) 0.25 cup of olive oil (60 ml) 0.5 Tablespoon of apple cider vinegar (8 ml) 0.5 Tablespoon of lemon juice (8 ml)"
920,Keto Turmeric Chicken and Pepper Saute,"2 chicken breasts (400 g) 0.5 medium onion (55 g), thinly sliced 4 Tablespoons of ghee (60 ml), divided, to cook with 5 cloves of garlic (15 g), minced or finely diced 0.5 teaspoon of salt (3 g) (plus additional, to taste) 0.5 teaspoon of turmeric (1 g) 0.5 cup of chicken broth (120 ml) (optional) 2 medium bell peppers (240 g), sliced Pepper, to taste"
921,Keto Curried Tuna Avocado Salad,"2 cans of tuna (340 g), drained and flaked 2 stalks of celery (40 g), thinly sliced 0.25 medium onion (28 g), thinly sliced 1 Tablespoon of fresh cilantro (1 g) 0.25 cup of mayo (60 ml) 1 teaspoon of curry powder (2 g) (or to taste) 1 large avocado (200 g), sliced Salt and pepper, to taste"
922,Keto Mocha Muffins,"2.25 cups of almond flour (300 g) 0.25 cup of cacao powder (24 g) 0.5 cup of granulated erythritol (96 g) 1 teaspoon of baking powder (4 g) 1 teaspoon of baking soda (4 g) 2 eggs, whisked 0.25 cup of instant coffee (24 g) 0.5 cup of ghee or coconut oil (120 ml), melted and cooled 0.25 cup of unsweetened almond milk (60 ml) 0.5 teaspoon of vanilla extract (3 ml)"
923,Keto Steak with Garlic Zucchini Mushrooms,"2 beef steaks (400 g) 4 Tablespoons of ghee (60 ml), divided, to cook with 12 white button mushrooms (120 g), sliced 4 green onions (20 g), chopped 4 cloves of garlic (12 g), minced or finely diced 2 teaspoons of dried thyme (2 g) 1 zucchini (120 g), sliced 0.25 cup of chicken broth (60 ml) Salt and pepper, to taste"
924,Keto Creamy Cauliflower Soup with Spinach Side Salad,"For the cauliflower soup - 2 Tablespoons of ghee (30 ml), to cook with 2 slices of bacon (56 g), diced 0.5 head of cauliflower (300 g), broken into small florets 0.5 medium onion (55 g), thinly sliced 0.5 cup of chicken broth (120 ml) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste For the side salad - 4 cups of spinach (120 g) 0.5 cucumber (110 g), thinly sliced 2 Tablespoons of olive oil (30 ml) 1 Tablespoon of lemon juice (15 ml)"
925,Keto Ground Beef with Stir-Fried Vegetables and Satay Sauce,"2 Tablespoons of coconut oil (30 ml), to cook with 1 medium bell pepper (120 g), sliced 0.5 medium onion (55 g), thinly sliced 0.75 lb of ground beef (338 g) 1 zucchini (120 g), chopped Salt and pepper, to taste For the satay sauce - 3 Tablespoons of avocado oil (45 ml) 2 Tablespoons of almond butter (30 ml) 0.5 small orange (50 g), juice and zest 4 cloves of garlic (12 g), minced or finely diced Salt, to taste"
926,Keto Air Fryer Chicken Tenders,"0.5 cup of coconut flour (56 g) 1 teaspoon of smoked paprika (2 g) 0.25 teaspoon of garlic powder (1 g) 0.25 teaspoon of salt (1 g) 0.25 teaspoon of pepper (0.5 g) 1 egg, whisked 2 chicken breasts (400 g), cut into thick strips Avocado oil, for spraying"
927,Keto Cumin Beef and Tomato Saute with Roasted Broccoli,"For the saute - 2 Tablespoons of coconut oil (30 ml), to cook with 0.25 medium onion (28 g), thinly sliced 0.75 lb of ground beef (338 g) 2 cloves of garlic (6 g), minced or finely diced 2 small tomatoes (180 g), chopped 1 zucchini (120 g), chopped 1 Tablespoon of cumin powder (6 g) 1 teaspoon of apple cider vinegar (5 ml) Salt and pepper, to taste For the roasted broccoli - 1 head of broccoli (450 g), broken into small florets 2 Tablespoons of avocado oil (30 ml) Salt, to taste"
928,Keto Creamy Slaw with Chicken,"1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced Salt and pepper, to taste For the slaw - 0.5 head of cabbage (350 g), thinly sliced 0.5 carrot (25 g), grated 0.25 medium onion (28 g), thinly sliced 1 Tablespoon of fresh parsley (1 g), chopped 3 Tablespoons of mayo (45 ml) 1 Tablespoon of apple cider vinegar (15 ml) (or to taste) Salt, to taste"
929,Keto Salmon Taco Bowls with Guac,"For the taco bowls - 1 Tablespoon of coconut oil (15 ml), to cook with 2 filets of salmon (340 g), defrosted if frozen, diced 1 teaspoon of paprika (2 g) 0.5 teaspoon of chili powder (1 g) (or to taste) 1 head of romaine lettuce (200 g), chopped Salt and pepper, to taste For the guac - 2 large avocados (400 g), mashed 1 small tomato (90 g), chopped small 0.25 medium onion (28 g), thinly sliced 1 Tablespoon of lime juice (15 ml) 2 Tablespoons of fresh cilantro (2 g), chopped Salt, to taste"
930,Keto Easy Braised Pork Shoulder with Cauli-Mash,"For the braised pork - 0.25 cup of coconut oil (60 ml), to cook with 2 lbs of pork shoulder (900 g), cut into large pieces 1 medium onion (110 g), sliced 2 cups of beef broth (480 ml) 0.25 cup of apple cider vinegar (60 ml) Salt and pepper, to taste For the cauli-mash - 1 head of cauliflower (600 g), broken into small florets 0.5 cup of coconut milk (120 ml) Salt, to taste"
931,"Keto Avocado and Cucumber ""Toast"" with Spinach Salad","For the toast - 2.5 Tablespoons of ghee (38 ml), melted (plus additional for the mug) 1 medium egg, whisked 1/3 cup of almond flour (40 g) 0.5 teaspoon of baking powder (1 g) Dash of salt 0.5 cucumber (110 g), thinly sliced 1 large avocado (200 g), sliced For the side salad - 4 cups of spinach (120 g) 2 Tablespoons of olive oil (30 ml) 1 teaspoon of lemon juice (5 ml)"
932,"Keto Creamy Chicken ""Noodle"" Soup with Side Salad","For the soup - 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 0.25 medium onion (28 g), thinly sliced 1 clove of garlic (3 g), minced or finely diced 3 cups of chicken broth (720 ml) 2 zucchinis (240 g), spiralized or use a vegetable peeler to create noodle-like strands 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste For the side salad - 4 cups of spinach (120 g) 3 Tablespoons of olive oil (45 ml) 1 teaspoon of apple cider vinegar (5 ml) (or to taste)"
933,Keto Sugar-Free Apple Butter,"6 yellow squash (750 g), peeled and chopped 1 carrot (50 g), peeled and chopped 0.5 cup of granulated erythritol (96 g) 0.5 cup of water (120 ml) 2 Tablespoons of apple cider vinegar (30 ml) 1 Tablespoon of lemon juice (15 ml) 1 Tablespoon of cinnamon powder (6 g) Pinch of ground nutmeg Pinch of salt"
934,Keto Easy Beef Shepherd's Pie,"1 Tablespoon of avocado oil (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 1 carrot (50 g), grated or thinly sliced 2 lbs of ground beef (900 g) 2 Tablespoons of cumin powder (12 g) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of paprika (6 g) Salt and pepper, to taste For the cauli-mash - 1 head of cauliflower (600 g), broken into small florets 0.25 cup of ghee (60 ml), melted Salt, to taste"
935,Keto Poached Chicken with Avocado Slaw,"2 chicken breasts (400 g) 1 large avocado (200 g), sliced 4 stalks of celery (80 g), thinly sliced 2 Tablespoons of macadamia nuts (16 g), crushed (optional) 2 Tablespoons of mayo (30 ml) 1 Tablespoon of lime juice (15 ml) Salt and pepper, to taste"
936,"Keto Shrimp ""Pasta""","4 Tablespoons of ghee (60 ml), divided, to cook with 1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined 6 cloves of garlic (18 g), minced or finely diced 0.5 head of cabbage (350 g), thinly sliced 0.5 medium onion (55 g), thinly sliced 0.5 carrot (25 g), grated or thinly sliced 2 Tablespoons of fresh parsley (2 g), chopped (for garnish) Salt and pepper, to taste"
937,Keto Bunless Beef Burger and Avocado Bowls,"0.75 lb of ground beef (338 g) 0.5 Tablespoon of garlic powder (5 g) 0.25 Tablespoon of onion powder (2 g) 2 Tablespoons of ghee (30 ml), to cook with 4 cups of spinach (120 g) 1 Tablespoon of olive oil (15 ml) 1 large avocado (200 g), sliced Salt and pepper, to taste"
938,Keto Hot and Sweet Chicken Salad,"For the chicken - 2 chicken breasts (400 g), diced 3 Tablespoons of avocado oil (45 ml), to cook with 1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml) 1 teaspoon of mustard (5 ml) 1 teaspoon of hot sauce (5 ml) (optional) Salt and pepper, to taste For the salad - 1 large bag of salad leaves (125 g) 10 blueberries (5 g) 0.5 medium onion (55 g), thinly sliced 6 cherry tomatoes (102 g), halved For the dressing - 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of mayo (30 ml) 1 teaspoon of fresh parsley (1 g), chopped Salt and pepper, to taste"
939,Keto Cream of Cauliflower and Leek Soup and Side Salad,"4 slices bacon (112 g), diced 2 Tablespoons ghee (30 ml), to cook with 0.5 head of cauliflower (300 g), finely chopped 0.5 leek (45 g), finely chopped 0.5 cup of coconut cream (120 ml) (from the top of 1 can of refrigerated coconut milk) 0.5 cup chicken broth (120 ml) Salt and pepper, to taste For the side salad - 1 large bag of salad leaves (125 g) 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of vinegar (15 ml) (of your choice)"
940,Keto Spicy Beef Basil Vegetable Stir-Fry with Fried Eggs,"2 Tablespoons coconut oil (30 ml), to cook with, divided 2 cloves of garlic (6 g), chopped 2 zucchinis (240 g), chopped 6 cherry tomatoes (102 g), chopped 0.5 medium bell pepper (60 g), sliced 4 Tablespoons of fresh basil leaves (8 g), chopped 1 teaspoon of hot sauce (5 ml) (optional) (or to taste) 1 beef steak (200 g), sliced 4 medium eggs Salt and pepper, to taste"
941,Keto Mocha Chia Pudding,"2 Tablespoons of brewed espresso (30 ml) 1 Tablespoon of coconut cream (15 ml) (from the top of a refrigerated can of coconut milk) 1 Tablespoon (6 g) unsweetened cacao powder 1 Tablespoon (12 g) chia seeds Granulated erythritol or stevia, to taste"
942,"Keto Meatball ""Pasta"" Bake","For the meatballs - 2 lbs of ground beef (900 g) 1 cup of fresh basil leaves (32 g), chopped 1 cup of fresh parsley (16 g), chopped 1 medium egg, whisked 6 Tablespoons of avocado oil (90 ml), to cook with Salt and pepper, to taste For the bake - 12 slices of bacon (336 g), diced 1 can of tomato sauce (425 g) 1 can of diced tomatoes (400 g) 1 medium onion (110 g), thinly sliced 1 cup of fresh basil leaves (32 g), chopped 3 cloves of garlic (9 g), minced or finely diced 4 zucchinis (480 g), spiralized or use a vegetable peeler to create noodle-like strands Salt and pepper, to taste"
943,Keto Burgundy Beef Bacon Stew,"2 lbs of beef stew chunks (900 g) 4 cups of beef broth (960 ml) 2 Tablespoons of cumin powder (12 g) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of turmeric (6 g) 1 teaspoon of ginger powder (2 g) 4 oz of green beans (112 g), chopped 2 carrots (100 g), chopped 0.25 medium onion (28 g), sliced 4 slices of bacon (112 g), chopped Salt and pepper, to taste"
944,Keto Steak with Roasted Garlic Broccoli Mushroom,"For the steaks - 2 Tablespoons of avocado oil (30 ml), to cook the steaks with 2 beef steaks (400 g) Salt, to taste For the roasted vegetables - 0.5 head of broccoli (225 g), broken into small florets 5 white button mushrooms (50 g), sliced 2 cloves of garlic (6 g), minced or finely diced 1 Tablespoon of olive oil (15 ml), to roast the vegetables with 1 Tablespoon of lemon juice (15 ml) (or to taste) Salt and pepper, to taste"
945,Keto Roasted Vegetable Egg Saute,"4 Tablespoons of avocado oil (60 ml), to cook with 4 medium eggs, whisked Salt and pepper, to taste For the roasted vegetables - 0.5 head of broccoli (225 g), broken into small florets 5 white button mushrooms (50 g), sliced 2 cloves of garlic (6 g), minced or finely diced 1 Tablespoon of olive oil (15 ml), to roast the vegetables with 1 Tablespoon of lemon juice (15 ml) (or to taste) Salt and pepper, to taste"
946,Keto Coconut Turmeric Fat Bomb Truffles,"0.5 cup of coconut butter (120 g) 1 cup of shredded coconut  (80 g) 1 Tablespoon of turmeric (6 g) Dash of salt, to taste (optional)"
947,Keto Baked Chicken Nuggets with Creamy Cucumber Salad,"For the chicken nuggets - Avocado oil, to grease a baking sheet 1 cup of almond flour (120 g) 2 Tablespoons of garlic powder (20 g) 2 Tablespoons of onion powder (14 g) 1 teaspoon of paprika (2 g) 1 teaspoon of dried oregano (1 g) 1 teaspoon of salt (5 g) (or to taste) 1 teaspoon of pepper (1 g) (or to taste) 2 medium eggs, whisked 2 chicken breasts (400 g), cut into 2-inch by 1-inch (5 cm by 2.5 cm) pieces For the cucumber salad - 2 cucumbers (440 g), thinly sliced 4 Tablespoons of mayo (60 ml) 2 teaspoons of mustard (10 ml) Salt and pepper, to taste For the ranch dressing - 0.5 cup of mayo (120 ml) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 2 Tablespoons of garlic powder (20 g) 2 Tablespoons of onion powder (14 g) Salt and pepper, to taste"
948,Keto Special Sauce Egg Salad with Spinach,"4 medium eggs 2 slices of bacon (56 g), diced 1 stalk of celery (20 g), sliced 2 Tablespoons of mayo (30 ml) 2 teaspoons of mustard (10 ml) 1 teaspoon of tomato paste (9 g) 4 cups of spinach (120 g) 1 Tablespoon of olive oil (15 ml) Salt and pepper, to taste"
949,Keto Steak Au Poivre with Cauliflower Mash,"For the steak - 2 beef steaks (400 g) 1 Tablespoon of salt (15 g) 12 peppercorns (12 g), crushed 4 Tablespoons of ghee (60 ml), to cook the steaks with 4 cloves of garlic (12 g), minced or finely diced 2 teaspoons of dried thyme (2 g) For the cauliflower mash - 0.5 head of cauliflower (300 g), broken into florets 1 Tablespoon of ghee (15 ml) Salt and pepper, to taste"
950,Keto Ground Beef Stroganoff Noodles,"3 Tablespoons of ghee (45 ml), to cook with 0.5 medium onion (55 g), thinly sliced 10 white button mushrooms (100 g), sliced 3 cloves of garlic (9 g), minced or finely diced 3 lbs of ground beef (1350 g) 1 cup of coconut cream (240 ml) (from the top of 2 refrigerated cans of coconut milk) 3 zucchinis (360 g), spiralized or use a vegetable peeler to create noodle-like strands Salt and pepper, to taste"
951,Keto Mustard Ground Beef Stir-Fry,"6 Tablespoons of avocado oil (90 ml) 9 stalks of celery (180 g), sliced 6 cloves of garlic (18 g), minced or finely diced 6 Tablespoons of mustard (90 ml) Salt and pepper, to taste For the beef stroganoff - 3 Tablespoons of ghee (45 ml), to cook with 0.5 medium onion (55 g), thinly sliced 10 white button mushrooms (100 g), sliced 3 cloves of garlic (9 g), minced or finely diced 3 lbs of ground beef (1350 g) 1 cup of coconut cream (240 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
